year,sid,state,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,unemployrt,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,poverty,r20001,r20002,r20003,r20004,r20011,r20012,r20013,r20014,r20021,r20022,r20023,r20024,r20031,r20032,r20033,r20034,r20041,r20042,r20043,r20044,r20051,r20052,r20053,r20054,r20061,r20062,r20063,r20064,r20071,r20072,r20073,r20074,r20081,r20082,r20083,r20084,r20091,r20092,r20093,r20094,r20101,r20102,r20103,r20104,trend_1,trend_2,trend_3,trend_4,trend_5,trend_6,trend_7,trend_8,trend_9,trend_10,trend_11,trend_12,trend_13,trend_14,trend_15,trend_16,trend_17,trend_18,trend_19,trend_20,trend_21,trend_22,trend_23,trend_24,trend_25,trend_26,trend_27,trend_28,trend_29,trend_30,trend_31,trend_32,trend_33,trend_34,trend_35,trend_36,trend_37,trend_38,trend_39,trend_40,trend_41,trend_42,trend_43,trend_44,trend_45,trend_46,trend_47,trend_48,trend_49,trend_50,trend_51,l_homicide,l_larceny,l_motor,l_police,l_income,l_prisoner,l_lagprisoner,l_exp_subsidy,l_exp_pubwelfare,post,lead1,lead2,lead3,lead4,lead5,lead6,lead7,lead8,lead9,lag0,lag1,lag2,lag3,lag4,lag5,popwt
2005,31,New Jersey,0.33204693,0,12,4.8935466,155.07967,188.68906,457.43512,1604.52,324.86343,4.8935466,4.5,0.043830685,0.6039951,0.07497571,1.1602165,8.661741748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5879173,7.38058,5.783405,6.1715136,11.167219,5.7716317,5.7515125,4.1609273,7.319316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
2006,31,New Jersey,0.3230274,6,6,4.8942294,153.108,178.33565,451.3007,1543.5277,283.60168,4.8942294,4.6,0.04346351,0.57762223,0.07500665,1.1225437,8.490067121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5880568,7.341826,5.6475706,6.0351343,11.206373,5.7485123,5.7716317,4.6185045,7.345981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
2007,31,New Jersey,0.321938,1,8,4.3945575,144.74358,167.51222,429.21332,1527.5297,252.87737,4.3945575,4.2,0.044533823,0.5710041,0.076622166,1.11804,8.37068611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4803668,7.331407,5.5329046,6.1751523,11.060809,5.7347317,5.7485123,4.7385116,7.2744317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
2008,31,New Jersey,0.33099756,3,6,4.342469,146.68538,163.44315,466.60757,1600.0729,233.06125,4.342469,5.5,0.0452841,0.55296034,0.07735601,1.0985523,8.547146051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4684432,7.3778043,5.451301,6.1848025,11.099408,5.7028966,5.7347317,4.7131095,7.281258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
2009,31,New Jersey,0.31050777,0,9,3.6876276,134.54639,163.15729,427.08276,1483.1777,179.22565,3.6876276,9.1,0.04785824,0.54815024,0.079775296,1.0971212,9.227831578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3049833,7.3019423,5.188646,6.175864,11.095074,5.6815877,5.7028966,4.936141,7.34437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
2010,31,New Jersey,0.33533594,2,16,4.2370443,134.9687,158.57509,442.34286,1470.4485,177.65892,4.2370443,9.6,0.04746403,1.0401201,0.07805983,1.9319894,9.316792034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4438659,7.2933226,5.1798654,6.1241984,11.059425,5.654575,5.6815877,4.95657,7.363129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8530271
2000,32,New Mexico,0.38455382,2,3,7.572617,140.17755,573.8361,1196.9784,3249.2136,411.7821,6.675122,5,12.147544,39.91532,22.997086,96.79033,17.33865698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0245388,8.086168,6.0204945,5.7213497,10.701715,5.7026196,5.68531,5.0405774,6.9460807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2001,32,New Mexico,0.4103896,1,5,5.5220175,150.3216,593.70056,1090.5706,3146.2114,398.08725,4.90846,4.9,12.205109,40.382847,22.718138,94.722404,18.22003622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7087433,8.053954,5.986671,5.4785976,10.616266,5.756215,5.7026196,5.258728,7.0890255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2002,32,New Mexico,0.40389845,4,4,8.357535,121.29423,568.20245,1079.5516,2936.464,408.9144,7.5877624,5.5,12.121176,40.16296,22.193985,91.76106,18.00411059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1231635,7.9849615,6.013506,5.7404623,10.668304,5.7969627,5.756215,5.2340846,7.209191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2003,32,New Mexico,0.3871967,1,3,6.310257,105.37041,519.073,1033.4133,2752.3057,392.97668,5.8750668,6,12.085502,40.235012,21.772072,89.249115,17.99288138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8421764,7.920194,5.97375,5.57923,10.636264,5.8245935,5.7969627,5.2667813,7.348758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2004,32,New Mexico,0.3729389,0,2,9.072184,110.69138,526.6698,1069.5514,2795.1453,424.1917,8.052235,5.8,12.008189,40.147636,21.325966,86.54493,16.96809758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205213,7.9356394,6.0501857,5.664456,10.72911,5.836081,5.8245935,5.3533673,7.3424907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2005,32,New Mexico,0.4215531,1,5,7.630352,100.307335,496.50275,1109.5273,2686.8906,420.14624,7.1004663,5.3,11.994171,40.19097,20.807705,83.75445,18.29329165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.032134,7.89614,6.0406027,5.6815286,10.68047,5.852742,5.836081,4.616579,7.447388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2006,32,New Mexico,0.4174941,4,5,7.0602717,108.20634,493.24695,1088.1005,2382.8928,476.466,6.548658,4.2,11.651597,39.05205,19.983536,79.38227,17.91262556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9544835,7.7760706,6.166396,5.489122,10.675585,5.8279467,5.852742,4.8504405,7.2841225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2007,32,New Mexico,0.41502145,2,5,9.57358,119.92709,508.73795,1074.8145,2365.1887,460.2524,9.110342,3.5,11.766135,39.66792,19.967964,78.602585,17.70906304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2590072,7.768613,6.131775,5.671609,10.750278,5.8075733,5.8279467,4.856743,7.4303737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2008,32,New Mexico,0.46096656,1,4,7.6443796,109.671364,488.9345,1055.9436,2395.4426,409.02527,7.4405293,4,11.665884,39.262398,19.641928,76.701614,16.81034702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0339706,7.7813234,6.013777,5.6828957,10.660431,5.787701,5.8075733,4.6879153,7.515797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2009,32,New Mexico,0.40527952,3,5,10.077054,98.327614,484.00394,1117.3824,2350.3965,330.91415,9.568111,6.9,11.701852,39.00512,19.565668,75.50808,18.27254868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.310261,7.762339,5.801859,5.819089,10.697859,5.80447,5.787701,4.7959986,7.599327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2010,32,New Mexico,0.39281288,3,11,6.9683027,79.2031,461.87088,1031.2107,2182.7961,257.48367,6.821085,8.5,12.522727,41.702885,19.00261,80.07978,18.26907364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9413717,7.688362,5.5509562,5.690047,10.716593,5.7892694,5.80447,4.8408957,7.6754236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894993.1
2000,33,New York,0.20809591,14,13,5.1750393,220.3686,326.64716,478.0714,1853.1261,294.79785,4.9521646,4.5,0.73295295,1.9836001,1.3600134,4.727219,13.4089179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.643847,7.524629,5.68629,6.1535053,10.851025,5.944357,5.9930105,4.09521,7.6565757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2001,33,New York,0.20232527,8,14,5.2079463,198.30882,309.01022,436.1655,1786.5209,261.95428,5.034348,4.9,0.7494886,2.0134137,1.3548689,4.6673236,13.90651845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6501856,7.488025,5.56817,6.1488023,10.8564,5.903624,5.944357,4.2869153,7.6742177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2002,33,New York,0.11898071,11,13,4.8945847,197.36107,288.52203,412.9974,1712.4315,255.0461,4.8030467,6.2,0.7656229,2.0296319,1.3383808,4.559319,14.05997185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5881294,7.4456697,5.5414443,6.077865,10.836852,5.889202,5.903624,4.2252655,7.7222996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2003,33,New York,0.08063705,19,18,5.0213633,192.41391,263.3635,405.6498,1674.2644,243.02538,4.9783535,6.4,0.7739673,2.0103462,1.3213335,4.477051,14.51803489,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6137015,7.423129,5.493166,5.9515657,10.834174,5.859409,5.889202,4.315239,7.8152323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2004,33,New York,0.07750851,18,14,4.770763,179.80785,251.74493,379.38565,1669.1552,220.03465,4.797595,5.8,0.80211604,2.0679352,1.3222257,4.4255667,14.71221649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625062,7.420073,5.393785,6.140089,10.850075,5.8351493,5.859409,4.4577003,7.8436055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2005,33,New York,0.09238466,16,10,4.685002,188.574,247.38312,364.69043,1620.0244,191.55975,4.6957226,5,0.826474,2.1039464,1.3181956,4.369,13.85390995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5443664,7.3901963,5.2552,6.105384,10.872143,5.818088,5.8351493,4.5177665,7.8453145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2006,33,New York,0.098840915,12,11,4.7860317,178.75102,235.2148,355.86526,1540.4236,166.88954,4.7704926,4.5,0.8311949,2.1086717,1.2848371,4.223046,13.83377025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5657016,7.3398128,5.117332,6.099708,10.861822,5.792867,5.818088,4.4371147,7.804154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2007,33,New York,0.08745577,0,0,4.1699615,161.24889,234.6537,337.86026,1510.4078,145.5493,4.159589,4.5,0.8478922,2.1252851,1.2993684,4.2149496,13.40588721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4279068,7.320135,4.980515,6.111419,10.848716,5.7831955,5.792867,4.3545995,7.8408957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2008,33,New York,0.08933908,0,0,4.3028727,163.61725,216.80096,337.3174,1533.552,129.16853,4.3028727,5.4,0.8637502,2.1544523,1.3131276,4.2011013,13.36060476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4592829,7.335342,4.861118,6.032229,10.84152,5.7385206,5.7831955,4.3334293,7.7550645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2009,33,New York,0.10006752,0,0,4.0208206,144.87825,224.49667,323.1535,1507.921,112.59842,4.0208206,8.4,0.8742427,2.1707437,1.320806,4.173205,13.94220294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391486,7.318487,4.723828,6.0687804,10.840463,5.7108846,5.7385206,4.3269057,7.7693744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2010,33,New York,0.08948829,0,0,4.486133,147.49846,227.24388,336.57913,1506.1959,105.848915,4.4809527,8.4,0.863363,2.1881037,1.3190475,4.4064965,14.05340778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5009911,7.3173423,4.6620126,6.068438,10.816292,5.6818595,5.7108846,4.4034624,7.851352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18912244
2000,34,North Carolina,0.49424374,8,5,7.1836944,161.56898,317.04465,1255.7097,2985.941,324.11288,7.01693,3.7,0.009172038,0.6284706,0.010493325,1.0400321,11.98617344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9718138,8.00167,5.7810917,5.847395,10.789608,6.002635,6.0083084,4.4061065,6.8528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8533450
2001,34,North Carolina,0.5151082,19,5,6.3663354,167.71826,309.7821,1284.4744,2990.8035,310.715,6.252876,5.6,0.010501302,0.632549,0.010110497,0.9793063,12.1610998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.851024,8.003298,5.738876,5.85334,10.75786,5.9993005,6.002635,4.4137855,6.869812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8533450
2002,34,North Carolina,0.50905365,15,3,6.795741,151.35405,299.71945,1234.3323,2843.6333,308.36295,6.634528,6.6,0.011185691,0.6331448,0.010503637,0.92773026,13.1254903,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9162961,7.952838,5.7312775,5.844681,10.697723,6.008083,5.9993005,4.4103622,6.9363956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8533450
2003,34,North Carolina,0.514024,10,3,6.2112503,150.1134,286.8591,1235.9529,2848.8403,330.1046,5.953471,6.5,0.01209107,0.64021295,0.010372543,0.8914863,13.72629843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8263623,7.954667,5.7994094,5.85601,10.696344,6.0209155,6.008083,4.2962084,7.0358067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8533450
2004,34,North Carolina,0.4297233,6,4,6.432868,142.46626,285.259,1223.6113,2746.6292,326.33505,6.1789393,5.5,0.013264768,0.6558261,0.012019306,0.8611942,14.19546584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8614205,7.9181294,5.787925,5.8793263,10.746046,6.060204,6.0209155,5.043514,7.113396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8533450
2005,34,North Carolina,0.51452315,8,6,6.955144,150.21922,298.75018,1240.013,2628.5808,338.4361,6.8005853,5.2,0.01415996,0.643654,0.011841578,0.82709146,14.82922268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9394815,7.8741994,5.824335,5.8812127,10.757264,6.0692315,6.060204,3.5480068,7.1896114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8533450
2006,34,North Carolina,0.5152412,8,6,6.0972133,152.611,290.00153,1217.9183,2561.9812,339.64865,5.973011,4.8,0.013684857,0.62018824,0.012736402,0.7743348,14.18871214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8078319,7.848536,5.827912,5.8473353,10.669792,6.0472918,6.0692315,3.5214288,7.1050177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8533450
2007,34,North Carolina,0.5020594,4,2,6.6066422,153.28313,293.37552,1229.6584,2643.7957,316.76935,6.2684183,4.7,0.012886335,0.5990511,0.013810814,0.7791892,14.17008677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8880756,7.879971,5.758174,5.8445234,10.7311,6.0593076,6.0472918,3.6283414,7.0794168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8533450
